,Unnamed: 0,time,QPH,QPV,grstart,grend,slope,intensity,error,nturns,acqPeriod,current_start,current_end,current_mapping,QPV_error
0,0,2022.08.30.09.53.55.122668,0.05,0.1,37.42873371853887,157.4698426805286,0.0004600993393732,2.9237409,0.000105228148437,229630,1661846034444000000,-6.183431625366211,-6.197165012359619,-6.183431625366211,0.0032199936273102914
1,1,2022.08.30.09.53.55.122668,0.05,0.1,39.23102536480269,157.4698426805286,0.0004609939191413,2.9237409,0.0001083056945176,229630,1661846034444000000,-6.183431625366211,-6.197165012359619,-6.183431625366211,0.0032199936273102914
2,2,2022.08.30.09.54.20.284962,0.05,0.1,42.83560865733034,155.83241461516286,0.0004516947886879,3.0234692,0.0001245750964859,229630,1661846059644000000,-6.224631309509277,-6.210897922515869,-6.224631309509277,-0.0032199936273102914
3,3,2022.08.30.09.54.45.522662,0.05,0.1,42.83560865733034,174.62824381619257,0.0004222791890894,3.0234692,0.0001022050224487,229630,1661846084844000000,-6.224631309509277,-6.197165012359619,-6.224631309509277,-0.0064398754531682645
4,4,2022.08.30.09.55.10.639370,0.05,0.1,41.03331701106652,188.5118385746485,0.0003868356391182,3.0301583,9.801385931971696e-05,229629,1661846110044000000,-6.183431625366211,-6.197165012359619,-6.183431625366211,0.0032199936273102914
5,5,2022.08.30.09.55.35.845458,0.05,0.1,46.44019194985799,155.2328340403669,0.000465330405699,3.0259016,0.0001260673452613,229629,1661846135244000000,-6.197165012359619,-6.197165012359619,-6.197165012359619,0.0
6,6,2022.08.30.09.56.26.391602,0.05,0.1,44.637900303594165,163.85816161889863,0.0004331143456218,2.9650917,0.0001189670269881,229635,1661846185644000000,-6.224631309509277,-6.183431625366211,-6.224631309509277,-0.009659869080478556
7,7,2022.08.30.09.56.51.434652,0.05,0.1,46.44019194985799,172.4604419966008,0.0004060670666541,2.9492812,0.0001068562907435,229633,1661846210844000000,-6.183431625366211,-6.210897922515869,-6.183431625366211,0.0064398754531682645
8,8,2022.08.30.09.57.16.640251,0.05,0.1,50.0447752423857,178.24909818022564,0.0003982070942877,2.8714445,0.0001008866288204,229630,1661846236044000000,-6.210897922515869,-6.224631309509277,-6.210897922515869,0.0032199936273102914
9,9,2022.08.30.09.57.41.897452,0.05,0.1,55.45165018117717,192.77839457737176,0.0003833446310804,2.8890793,9.381737318339964e-05,229631,1661846261244000000,-6.197165012359619,-6.210897922515869,-6.197165012359619,0.003219881825857973
10,10,2022.08.30.09.58.07.147496,0.05,0.1,46.44019194985799,170.47707772651418,0.0004306893086619,2.9754295,0.0001151081128766,229631,1661846286444000000,-6.1559648513793945,-6.183431625366211,-6.1559648513793945,0.006439987254620361
11,11,2022.08.30.09.58.32.253624,0.05,0.1,46.44019194985799,181.0627557462406,0.0004000037484374,2.9754295,9.619201812407336e-05,229629,1661846311644000000,-6.1559648513793945,-6.1559648513793945,-6.1559648513793945,0.0
12,12,2022.08.30.09.58.57.445037,0.05,0.1,46.44019194985799,168.77050650248233,0.00043220446882,2.9754295,0.0001259030566199,229630,1661846336844000000,-6.1559648513793945,-6.210897922515869,-6.1559648513793945,0.012879862707788625
13,13,2022.08.30.09.59.22.738679,0.05,0.1,66.26540005876018,200.9194660630809,0.0003771048398074,2.9638755,6.779991515207163e-05,229629,1661846362044000000,-6.210897922515869,-6.210897922515869,-6.210897922515869,0.0
14,14,2022.08.30.09.59.47.843395,0.05,0.1,53.64935853491335,175.9659694744384,0.0004241109177905,2.9523215,0.0001217954704813,229629,1661846387244000000,-6.183431625366211,-6.210897922515869,-6.183431625366211,0.0064398754531682645
15,15,2022.08.30.10.00.13.034858,0.05,0.1,50.0447752423857,154.4025886050002,0.0004786623989082,3.107387,0.0001183999068777,229630,1661846412444000000,-6.183431625366211,-6.197165012359619,-6.183431625366211,0.0032199936273102914
16,16,2022.08.30.10.00.38.328721,0.05,0.1,57.253941827441,211.251338554414,0.0003431078007355,3.107387,9.046923764658396e-05,229630,1661846437644000000,-6.197165012359619,-6.197165012359619,-6.197165012359619,0.0
17,17,2022.08.30.10.01.03.433250,0.05,0.1,59.05623347370482,190.8642006415208,0.0003978870242301,3.0520499,0.0001018831482201,229630,1661846462844000000,-6.183431625366211,-6.183431625366211,-6.183431625366211,0.0
18,18,2022.08.30.10.01.28.636668,0.05,0.1,62.66081676623253,154.35646385859093,0.0005257501918178,3.028334,0.0001314669312138,229632,1661846488044000000,-6.169698238372803,-6.197165012359619,-6.169698238372803,0.006439987254620583
19,19,2022.08.30.10.01.53.834055,0.05,0.1,69.86998335128783,198.0827234545701,0.0003868569934438,3.0143478,0.0001270201995225,229630,1661846513244000000,-6.169698238372803,-6.197165012359619,-6.169698238372803,0.006439987254620583
20,20,2022.08.30.10.02.19.094231,0.05,0.1,93.29977475271768,196.8373553015201,0.0004513886095476,2.8465123,0.0001214193833413,229629,1661846538444000000,-6.169698238372803,-6.197165012359619,-6.169698238372803,0.006439987254620583
21,21,2022.08.30.10.02.44.255318,0.05,0.0,23.01040054842821,44.64875452416436,0.0019419800042191,2.8580663,0.0007471706708511,229630,1661846563644000000,-6.197165012359619,-6.197165012359619,-6.197165012359619,0.0
22,22,2022.08.30.10.03.09.457329,0.05,0.0,19.4058172559005,44.6026297777551,0.0018389526503431,2.9334707,0.0010085480257479,229630,1661846588844000000,-5.757698059082031,-5.77143144607544,-5.757698059082031,0.0032199936273102914
23,23,2022.08.30.10.03.34.736813,0.05,0.0,21.208108902164327,45.7787947014554,0.0018761731881873,2.924349,0.0007597648301564,229629,1661846614044000000,-5.757698059082031,-5.743965148925781,-5.757698059082031,-0.003219881825857973
24,24,2022.08.30.10.03.59.844864,0.05,0.0,26.61498384095586,41.97350446178783,0.0021543839800362,2.9182682,0.0009264341050933,229629,1661846639244000000,-5.77143144607544,-5.757698059082031,-5.77143144607544,-0.0032199936273102914
25,25,2022.08.30.10.04.25.039911,0.05,0.0,17.603525609636677,46.12473017778882,0.0017180749611216,2.9894156,0.0008565308677086,229633,1661846664444000000,-5.77143144607544,-5.757698059082031,-5.77143144607544,-0.0032199936273102914
26,26,2022.08.30.10.04.50.242307,0.05,0.0,21.208108902164327,45.08692374878857,0.0018024684999086,2.986375,0.0010581180592376,229630,1661846689644000000,-5.757698059082031,-5.743965148925781,-5.757698059082031,-0.003219881825857973
27,27,2022.08.30.10.05.15.664868,0.05,0.0,21.208108902164327,42.08881999003584,0.00199963374849,2.9492812,0.0010784185289239,229629,1661846714844000000,-5.757698059082031,-5.730231761932373,-5.757698059082031,-0.0064398754531682645
28,28,2022.08.30.10.05.40.681596,0.05,0.0,17.603525609636677,39.94401984807785,0.0019657549407344,2.9590106,0.0011546502515296,229629,1661846740044000000,-5.743965148925781,-5.730231761932373,-5.743965148925781,-0.0032199936273102914
29,29,2022.08.30.10.06.05.921264,0.05,0.0,17.603525609636677,45.01774061399998,0.0017572824943189,2.9626594,0.0008972003498941,229629,1661846765244000000,-5.77143144607544,-5.757698059082031,-5.77143144607544,-0.0032199936273102914
30,30,2022.08.30.10.06.31.069303,0.05,0.0,17.603525609636677,40.866514532790966,0.0019748131148538,2.9626594,0.0009163235960249,229630,1661846790444000000,-5.77143144607544,-5.785164833068848,-5.77143144607544,0.0032199936273100693
31,31,2022.08.30.10.06.56.310180,0.05,0.0,26.61498384095586,43.65707247636526,0.0021335233126655,2.9736052,0.0008781749493983,229630,1661846815644000000,-5.757698059082031,-5.785164833068848,-5.757698059082031,0.006439987254620361
32,32,2022.08.30.10.07.21.465847,0.05,0.0,15.801233963372852,43.79544671559304,0.0017995225843237,3.010699,0.0009539379278698,229629,1661846840844000000,-5.77143144607544,-5.743965148925781,-5.77143144607544,-0.0064398754531682645
33,33,2022.08.30.10.07.46.694647,0.05,0.0,19.4058172559005,39.4366581799179,0.002057574973544,3.010699,0.0009147203476772,229630,1661846866044000000,-5.743965148925781,-5.730231761932373,-5.743965148925781,-0.0032199936273102914
34,34,2022.08.30.10.08.11.965401,0.05,0.0,21.208108902164327,43.749321969183775,0.0018472278626555,2.936511,0.0008644844464003,229630,1661846891244000000,-5.757698059082031,-5.77143144607544,-5.757698059082031,0.0032199936273102914
35,35,2022.08.30.10.08.37.070490,0.05,0.0,21.208108902164327,45.77881483862698,0.0018279576077766,2.936511,0.00084294447424,229630,1661846916444000000,-5.757698059082031,-5.743965148925781,-5.757698059082031,-0.003219881825857973
36,36,2022.08.30.10.09.02.306946,0.05,0.0,21.208108902164327,41.62758729658524,0.0019952498603932,2.9286058,0.000951026990931,229629,1661846941644000000,-5.77143144607544,-5.743965148925781,-5.77143144607544,-0.0064398754531682645
37,37,2022.08.30.10.09.27.464506,0.05,0.0,19.4058172559005,45.82493958909411,0.0017934149442676,2.9577944,0.0008228346782502,229629,1661846966844000000,-5.743965148925781,-5.743965148925781,-5.743965148925781,0.0
38,38,2022.08.30.10.11.08.242581,0.05,0.0,21.208108902164327,41.71984780855296,0.0018983509918588,3.010091,0.0008319273937692,229632,1661847067644000000,-5.77143144607544,-5.757698059082031,-5.77143144607544,-0.0032199936273102914
39,39,2022.08.30.10.11.33.553228,0.05,0.0,23.01040054842821,43.17277783173639,0.0019628726788605,3.010091,0.0008297843434831,229630,1661847092844000000,-5.743965148925781,-5.77143144607544,-5.743965148925781,0.0064398754531682645
40,40,2022.08.30.10.11.58.666315,0.05,0.0,21.208108902164327,44.48731791173195,0.0018989995204225,3.010091,0.0009139897097661,229630,1661847118044000000,-5.77143144607544,-5.785164833068848,-5.77143144607544,0.0032199936273100693
41,41,2022.08.30.10.13.39.435271,0.05,0.0,19.4058172559005,41.44308464872074,0.0019175283867839,2.900633,0.0009948952205055,229630,1661847218844000000,-5.743965148925781,-5.757698059082031,-5.743965148925781,0.003219881825857973
42,42,2022.08.30.10.14.55.085469,0.05,0.0,24.81269219469204,41.35083515590222,0.0020161572578715,2.961443,0.0010490346625481,229632,1661847294444000000,-5.77143144607544,-5.743965148925781,-5.77143144607544,-0.0064398754531682645
43,43,2022.08.30.10.15.20.233587,0.05,0.0,23.01040054842821,42.89601416061245,0.0020357632531233,2.9857671,0.000832827491137,229635,1661847319644000000,-5.77143144607544,-5.730231761932373,-5.77143144607544,-0.009659869080478556
44,44,2022.08.30.10.15.45.410452,0.05,-0.1,13.998942317109028,30.60376924254448,0.0029889308592747,2.9511054,0.0034970747674274,229629,1661847344844000000,-5.77143144607544,-5.77143144607544,-5.77143144607544,0.0
45,45,2022.08.30.10.16.10.728894,0.05,-0.1,13.998942317109028,29.473702583607057,0.0028758329341572,3.0015776,0.003699890833206,229630,1661847370044000000,-5.345698356628418,-5.318231582641602,-5.345698356628418,-0.006439987254620583
46,46,2022.08.30.10.16.35.804130,0.05,-0.1,15.801233963372852,30.834382123851825,0.0027804075363983,3.0599551,0.0037185533893501,229630,1661847395244000000,-5.318231582641602,-5.304498195648193,-5.318231582641602,-0.0032199936273102914
47,47,2022.08.30.10.17.01.045075,0.05,-0.1,13.998942317109028,30.64988320314067,0.0028551201413762,3.0003614,0.0035663084403553,229632,1661847420444000000,-5.33196496963501,-5.304498195648193,-5.33196496963501,-0.006439987254620583
48,48,2022.08.30.10.17.26.335362,0.05,-0.1,15.801233963372852,31.73382552957136,0.0025946862438191,3.0356312,0.0038606892206918,229631,1661847445644000000,-5.304498195648193,-5.318231582641602,-5.304498195648193,0.0032199936273102914
49,49,2022.08.30.10.17.51.400322,0.05,-0.1,17.603525609636677,30.78826822818152,0.002999856711002,3.0356312,0.0034927136436281,229632,1661847470844000000,-5.318231582641602,-5.304498195648193,-5.318231582641602,-0.0032199936273102914
50,50,2022.08.30.10.18.16.647039,0.05,-0.1,19.4058172559005,30.83439297459078,0.0029744594909179,3.0265095,0.0047272933237037,229630,1661847496044000000,-5.290765285491943,-5.304498195648193,-5.290765285491943,0.003219881825857973
51,51,2022.08.30.10.18.41.888407,0.05,-0.1,19.4058172559005,31.018891960227823,0.0029525619259595,3.0265095,0.0039803266249508,229630,1661847521244000000,-5.290765285491943,-5.318231582641602,-5.290765285491943,0.0064398754531682645
52,52,2022.08.30.10.19.07.042021,0.05,-0.1,13.998942317109028,32.37957197930101,0.0027351536647512,2.9018493,0.0033990893403521,229630,1661847546444000000,-5.304498195648193,-5.290765285491943,-5.304498195648193,-0.003219881825857973
53,53,2022.08.30.10.19.32.242344,0.05,-0.1,13.998942317109028,29.05859023783424,0.0029454735902938,2.9018493,0.0038289357264595,229630,1661847571644000000,-5.304498195648193,-5.318231582641602,-5.304498195648193,0.0032199936273102914
54,54,2022.08.30.10.19.57.466495,0.05,-0.1,12.196650670845202,32.564070964938054,0.0024794409469642,2.9018493,0.0031496649985724,229633,1661847596844000000,-5.318231582641602,-5.290765285491943,-5.318231582641602,-0.0064398754531682645
55,55,2022.08.30.10.20.22.688250,0.05,-0.1,15.801233963372852,31.295640438683385,0.0027195499627785,2.997321,0.0031487308840483,229630,1661847622044000000,-5.33196496963501,-5.318231582641602,-5.33196496963501,-0.0032199936273102914
56,56,2022.08.30.10.20.47.810317,0.05,-0.1,13.998942317109028,32.2181353668686,0.0028139610214921,2.9511054,0.0033207719622856,229630,1661847647244000000,-5.304498195648193,-5.33196496963501,-5.304498195648193,0.006439987254620583
57,57,2022.08.30.10.21.13.032447,0.05,-0.1,12.196650670845202,32.40263435250564,0.0024493903506743,2.9188762,0.0031964192735965,229629,1661847672444000000,-5.33196496963501,-5.290765285491943,-5.33196496963501,-0.009659869080478556
58,58,2022.08.30.10.21.38.320990,0.05,-0.1,15.801233963372852,32.9791936826214,0.0024178807909079,2.9760375,0.0035435846209304,229635,1661847697644000000,-5.345698356628418,-5.290765285491943,-5.345698356628418,-0.012879862707788847
59,59,2022.08.30.10.22.03.428104,0.05,-0.1,17.603525609636677,30.74214348177226,0.0029393815045791,2.979078,0.0035321285220526,229630,1661847722844000000,-5.304498195648193,-5.318231582641602,-5.304498195648193,0.0032199936273102914
60,60,2022.08.30.10.22.28.635561,0.05,-0.1,13.998942317109028,32.40263435250564,0.0025968993705493,2.9389434,0.0035529448595009,229630,1661847748044000000,-5.304498195648193,-5.33196496963501,-5.304498195648193,0.006439987254620583
61,61,2022.08.30.10.22.53.844694,0.05,-0.1,13.998942317109028,32.40263435250564,0.0028031523337745,2.9389434,0.0036075240227671,229630,1661847773244000000,-5.304498195648193,-5.33196496963501,-5.304498195648193,0.006439987254620583
62,62,2022.08.30.10.23.19.274097,0.05,-0.1,17.603525609636677,32.63325808455195,0.0028427279629358,2.996713,0.0040560694248659,229631,1661847798444000000,-5.318231582641602,-5.318231582641602,-5.318231582641602,0.0
63,63,2022.08.30.10.23.44.231035,0.05,-0.1,13.998942317109028,32.587133338142685,0.0026097546102715,2.95597,0.0027850425748111,229630,1661847823644000000,-5.318231582641602,-5.318231582641602,-5.318231582641602,0.0
64,64,2022.08.30.10.24.09.441442,0.05,-0.1,19.4058172559005,32.77163232377973,0.0027380439069908,2.93043,0.0040742855276812,229630,1661847848844000000,-5.318231582641602,-5.290765285491943,-5.318231582641602,-0.0064398754531682645
65,65,2022.08.30.10.24.34.626239,0.05,-0.1,15.801233963372852,30.626831615749108,0.002720955081269,2.93043,0.0036577813918578,229630,1661847874044000000,-5.345698356628418,-5.318231582641602,-5.345698356628418,-0.006439987254620583
66,66,2022.08.30.10.24.59.890391,0.05,-0.1,21.208108902164327,30.626831615749108,0.0030836756255572,2.9213085,0.0053735122035,229630,1661847899244000000,-5.290765285491943,-5.318231582641602,-5.290765285491943,0.0064398754531682645
67,67,2022.08.30.10.25.25.035189,0.05,-0.1,10.394359024581377,29.565962448336112,0.0027685025385688,3.041712,0.0035643392572819,229630,1661847924444000000,-5.304498195648193,-5.304498195648193,-5.304498195648193,0.0
68,68,2022.08.30.10.26.15.539855,0.05,-0.1,15.801233963372852,30.32701009189615,0.0027880312598553,3.095833,0.003232370492035,229630,1661847974844000000,-5.304498195648193,-5.318231582641602,-5.304498195648193,0.0032199936273102914
69,69,2022.08.30.10.26.40.647648,0.05,-0.1,15.801233963372852,30.511509012607306,0.0027679573320465,3.095833,0.0032929177483546,229630,1661848000044000000,-5.304498195648193,-5.318231582641602,-5.304498195648193,0.0032199936273102914
70,70,2022.08.30.10.27.05.863073,0.05,-0.1,21.208108902164327,33.04836917238569,0.0029687218511635,2.9018493,0.0039362383889051,229630,1661848025244000000,-5.318231582641602,-5.33196496963501,-5.318231582641602,0.0032199936273102914
71,71,2022.08.30.10.27.31.195817,0.05,-0.1,15.801233963372852,31.410944014481544,0.0027237867233332,2.8951604,0.003539772895795,229632,1661848050444000000,-5.318231582641602,-5.290765285491943,-5.318231582641602,-0.0064398754531682645
72,72,2022.08.30.10.27.56.265611,0.05,-0.1,17.603525609636677,30.6268235324754,0.0030463444536797,2.8951604,0.0031182310033105,229630,1661848075644000000,-5.318231582641602,-5.304498195648193,-5.318231582641602,-0.0032199936273102914
73,73,2022.08.30.10.28.21.452725,0.05,-0.1,13.998942317109028,34.016991498796095,0.0025964396177942,2.8659716,0.003559793618164,229630,1661848100844000000,-5.318231582641602,-5.318231582641602,-5.318231582641602,0.0
74,74,2022.08.30.10.28.46.646258,0.05,-0.1,17.603525609636677,30.78826822818152,0.0030363572527179,2.9097545,0.0033624914361148,229630,1661848126044000000,-5.33196496963501,-5.304498195648193,-5.33196496963501,-0.006439987254620583
75,75,2022.08.30.10.29.11.919202,0.05,-0.1,13.998942317109028,30.373145510498173,0.0030785967460053,2.9571865,0.0037647198232838,229630,1661848151244000000,-5.304498195648193,-5.345698356628418,-5.304498195648193,0.009659980881930874
76,76,2022.08.30.10.29.37.041636,0.05,-0.1,15.801233963372852,32.54100859173342,0.0027339979788786,3.0210369,0.0028671948131819,229632,1661848176444000000,-5.318231582641602,-5.318231582641602,-5.318231582641602,0.0
77,77,2022.08.30.10.30.02.244422,0.05,-0.1,12.196650670845202,30.465397683539667,0.0024880258633981,2.9815104,0.0036187194781309,229629,1661848201644000000,-5.33196496963501,-5.318231582641602,-5.33196496963501,-0.0032199936273102914
78,78,2022.08.30.10.30.27.521995,0.05,-0.1,15.801233963372852,30.78827093680958,0.0026248412411165,3.027726,0.0039474474945645,229632,1661848226844000000,-5.318231582641602,-5.318231582641602,-5.318231582641602,0.0
79,79,2022.08.30.10.30.52.647563,0.05,-0.1,17.603525609636677,30.626834310174623,0.0030261463397734,3.027726,0.0043035243812265,229635,1661848252044000000,-5.318231582641602,-5.318231582641602,-5.318231582641602,0.0
80,80,2022.08.30.10.31.17.848199,0.05,-0.1,19.4058172559005,31.826086222113368,0.0028780875049314,2.9833348,0.0037029369293106,229630,1661848277244000000,-5.304498195648193,-5.33196496963501,-5.304498195648193,0.006439987254620583
81,81,2022.08.30.10.31.43.177119,0.05,-0.1,17.603525609636677,30.60378001213365,0.0029827016280683,2.9833348,0.0042169614183983,229630,1661848302444000000,-5.318231582641602,-5.290765285491943,-5.318231582641602,-0.0064398754531682645
82,82,2022.08.30.10.32.08.266190,0.05,-0.1,17.603525609636677,30.995840494579973,0.0029163632083785,3.0593472,0.0033965332727997,229630,1661848327644000000,-5.318231582641602,-5.33196496963501,-5.318231582641602,0.0032199936273102914
83,83,2022.08.30.10.32.33.465497,0.05,-0.1,21.208108902164327,30.626831615749108,0.003042400389611,3.041104,0.0045262056280423,229630,1661848352844000000,-5.290765285491943,-5.33196496963501,-5.290765285491943,0.009659869080478556
84,84,2022.08.30.10.32.58.698566,0.05,-0.1,15.801233963372852,30.78826822818152,0.0028210084067006,3.0593472,0.0034656757703853,229632,1661848378044000000,-5.33196496963501,-5.33196496963501,-5.33196496963501,0.0
85,85,2022.08.30.10.33.23.941207,0.05,-0.1,19.4058172559005,30.71908110856763,0.0029099662360892,2.9833348,0.0051946300497566,229630,1661848403244000000,-5.33196496963501,-5.304498195648193,-5.33196496963501,-0.006439987254620583
86,86,2022.08.30.10.33.49.047573,0.05,-0.1,21.208108902164327,30.465395003316694,0.0030231465971773,2.9857671,0.0046184569037857,229631,1661848428444000000,-5.304498195648193,-5.304498195648193,-5.304498195648193,0.0
87,87,2022.08.30.10.34.14.245932,0.05,-0.2,15.801233963372852,27.0521637690314,0.0034162329987271,2.8781335,0.0076276379971799,229630,1661848453644000000,-4.865031719207764,-4.878765106201172,-4.865031719207764,0.0032199936273102914
88,88,2022.08.30.10.34.39.513087,0.05,-0.2,17.603525609636677,25.59923425713969,0.004018849300108,2.8781335,0.0107842887791301,229630,1661848478844000000,-4.851298332214356,-4.878765106201172,-4.851298332214356,0.006439987254620361
89,89,2022.08.30.10.35.04.668960,0.05,-0.2,15.801233963372852,26.95991427621288,0.0033119359018375,2.9681323,0.0083575408962122,229631,1661848504044000000,-4.89249849319458,-4.878765106201172,-4.89249849319458,-0.0032199936273100693
90,90,2022.08.30.10.35.29.934300,0.05,-0.2,21.208108902164327,25.414735271502646,0.0032776806841444,2.91766,0.0199209231690646,229632,1661848529244000000,-4.878765106201172,-4.89249849319458,-4.878765106201172,0.0032199936273100693
91,91,2022.08.30.10.35.55.199652,0.05,-0.2,17.603525609636677,26.660103424552688,0.0042205401547512,2.9681323,0.0092202304918503,229629,1661848554444000000,-4.878765106201172,-4.878765106201172,-4.878765106201172,0.0
92,92,2022.08.30.10.36.20.259541,0.05,-0.2,13.998942317109028,26.660094042761937,0.0039660185123705,2.9395516,0.0063911420140694,229630,1661848579644000000,-4.878765106201172,-4.878765106201172,-4.878765106201172,0.0
93,93,2022.08.30.10.36.45.457523,0.05,-0.2,10.394359024581377,25.137977946894907,0.0034869223430359,2.9395516,0.0053282291335333,229630,1661848604844000000,-4.865031719207764,-4.865031719207764,-4.865031719207764,0.0
94,94,2022.08.30.10.37.10.655783,0.05,-0.2,21.208108902164327,26.91378005873977,0.0046058957941431,2.8307018,0.0138760565650027,229630,1661848630044000000,-4.878765106201172,-4.878765106201172,-4.878765106201172,0.0
95,95,2022.08.30.10.37.35.900539,0.05,-0.2,19.4058172559005,25.34554146249281,0.0036239719557227,2.9322543,0.0092122778739702,229631,1661848655244000000,-4.865031719207764,-4.878765106201172,-4.865031719207764,0.0032199936273102914
96,96,2022.08.30.10.38.01.034631,0.05,-0.2,17.603525609636677,24.21548547371925,0.0044511739653891,3.0885358,0.0112220092539604,229629,1661848680444000000,-4.865031719207764,-4.865031719207764,-4.865031719207764,0.0
97,97,2022.08.30.10.38.26.252251,0.05,-0.2,15.801233963372852,26.68315875532684,0.0034165147510152,3.0885358,0.0067580945224589,229630,1661848705644000000,-4.878765106201172,-4.878765106201172,-4.878765106201172,0.0
98,98,2022.08.30.10.38.51.531927,0.05,-0.2,17.603525609636677,25.852920362390623,0.004288558508484,3.0885358,0.0099303035636363,229630,1661848730844000000,-4.865031719207764,-4.878765106201172,-4.865031719207764,0.0032199936273102914
99,99,2022.08.30.10.39.16.652748,0.05,-0.2,19.4058172559005,28.15915768285366,0.0035384227890596,2.8532016,0.008734020305595,229630,1661848756044000000,-4.906231880187988,-4.865031719207764,-4.906231880187988,-0.009659980881930652
